rank,year,duration,age_limit,rating,numberof_ratings,Metascore,storyline,movie_name,processed_storyline
882,1940,2h 4m,U,7.7,(104K),96.0,"A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.", Fantasia,a series of eight famous pieces of classical music conducted by leopold stokowski and interpreted in animation by walt disneys team of artists
883,2013,1h 55m,15,7.7,(124K),86.0,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.", Nebraska,an aging boozeaddled father makes the trip from montana to nebraska with his estranged son in order to claim a milliondollar mega sweepstakes marketing prize
884,2018,2h 15m,15,7.7,(170K),96.0,A year in the life of a middle-class family's maid in Mexico City in the early 1970s., Roma,a year in the life of a middleclass familys maid in mexico city in the early s
885,1952,2h 9m,PG,7.7,(43K),85.0,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.", The Quiet Man,a retired american boxer returns to the village of his birth in s ireland where he falls for a spirited redhead whose brother is contemptuous of their union
886,2009,2h 9m,15,7.7,(72K),79.0,A mother desperately searches for the killer who framed her son for a girl's horrific murder., Mother,a mother desperately searches for the killer who framed her son for a girls horrific murder
887,2004,1h 46m,PG,7.7,(212K),67.0,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan., Finding Neverland,the story of sir jm barries friendship with a family who inspired him to create peter pan
888,1997,1h 59m,15,7.7,(73K),,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.", Open Your Eyes,a very handsome man finds the love of his life but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured
889,2003,2h 1m,15,7.7,(153K),68.0,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.", Good Bye Lenin!,in to protect his fragile mother from a fatal shock after a long coma a young man must keep her from learning that her beloved nation of east germany as she knew it has disappeared
890,2016,1h 41m,PG,7.7,(139K),84.0,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past., Kubo and the Two Strings,a young boy named kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past
891,1973,1h 12m,PG,7.7,(37K),73.0,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.", Fantastic Planet,on a faraway planet where blue giants rule oppressed humanoids rebel against their machinelike leaders
892,1982,2h 9m,AA,7.7,(46K),77.0,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.", The Verdict,an outcast alcoholic boston lawyer sees the chance to salvage his career and selfrespect by taking a medical malpractice case to trial rather than settling
893,2006,2h 25m,15,7.7,(81K),71.0,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.", Black Book,in the nazioccupied netherlands during world war ii a jewish singer infiltrates the regional gestapo headquarters for the dutch resistance
894,1962,1h 46m,X,7.7,(32K),76.0,A lawyer's family is stalked by a man he once helped put in jail., Cape Fear,a lawyers family is stalked by a man he once helped put in jail
895,2015,1h 56m,15,7.7,(69K),70.0,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.", A Man Called Ove,ove an illtempered isolated retiree who spends his days enforcing block association rules and visiting his wifes grave has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors
896,1996,4h 2m,PG,7.7,(40K),,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.", Hamlet,hamlet prince of denmark returns home to find his father murdered and his mother remarrying the murderer his uncle meanwhile war is brewing
897,2018,3h 9m,15,7.7,(26K),68.0,"German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.", Never Look Away,german artist kurt barnert has escaped east germany and now lives in west germany but is tormented by his childhood under the nazis and the gdrregime
898,1992,1h 34m,PG,7.7,(103K),83.0,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.", Porco Rosso,in s italy a veteran world war i pilot is cursed to look like an anthropomorphic pig
899,1960,1h 30m,PG,7.7,(88K),,"A small-time crook, hunted by the authorities for a car theft and the murder of a police officer, attempts to persuade a hip American journalism student to run away with him to Italy.", Breathless,a smalltime crook hunted by the authorities for a car theft and the murder of a police officer attempts to persuade a hip american journalism student to run away with him to italy
900,2010,1h 59m,18,7.7,(75K),,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend., The Man from Nowhere,a quiet pawnshop keeper with a violent past takes on a drugandorgan trafficking ring in hope of saving the child who is his only friend
901,1951,1h 45m,U,7.7,(85K),91.0,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.", The African Queen,in wwi east africa a ginswilling canadian riverboat captain is persuaded by a straitlaced english missionary to undertake a trip up a treacherous river and use his boat to attack a german gunship
902,2015,2h 17m,15,7.7,(87K),79.0,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.", Beasts of No Nation,a drama based on the experiences of agu a child soldier fighting in the civil war of an unnamed african country
903,1964,2h 18m,PG,7.7,(43K),77.0,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift., Zulu,outnumbered british soldiers do battle with zulu warriors at rorkes drift
904,1966,2h,U,7.7,(37K),72.0,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.", A Man for All Seasons,the story of sir thomas more who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarry
